0,16,20,20,1433994547,17115351,518309169
1,16,20,20,1310800257,5220713,154983621
2,16,20,20,1194832331,4549252,149254428
3,16,20,20,1175569439,4667273,150511389
4,16,20,20,1219761197,2648782,147843627
5,16,20,20,1183816964,2536891,148514116
6,16,20,20,1195258631,2717212,172475032
7,16,20,20,1211204432,2158832,146716506
8,16,20,20,1197912622,1831061,147167077
9,16,20,20,1201836825,1570051,144582465
0,16,20,20,1425559379,16263727,509459379
