42356559,21824272,35491837,18162729,18320080,19494522,4317907,5293374,3810584,3991052
22773338,7323366,15257420,8295063,4894094,7103576,1937873,1985292,1957146,1960499
0,0,0,0,0,716217682,0,0,0,0
134217728,4294967296,67108864,16777216,16777216,1,536870912,16384,137438953472,8589934592
