1424107961,1261124025,1288004502,1313659039,1241640102,1233029727,1264326657,1233054566,1228355933,1343812098
18105802,8230325,6870435,5236754,4110143,3282392,2252822,2787532,2446362,2260862
374967225,168950090,149379468,147754846,143804244,161464926,158992904,166902869,166580499,158420233

